;tablename;column_name;datatype;nullable;pk;unique
0;Adobe_AdditionalMetadata;id_local;INTEGER;False;True;False
1;Adobe_AdditionalMetadata;id_global;NOT SPECIFIED;True;False;True
2;Adobe_AdditionalMetadata;additionalInfoSet;INTEGER;True;False;False
3;Adobe_AdditionalMetadata;embeddedXmp;INTEGER;True;False;False
4;Adobe_AdditionalMetadata;externalXmpIsDirty;INTEGER;True;False;False
5;Adobe_AdditionalMetadata;image;INTEGER;False;False;False
6;Adobe_AdditionalMetadata;incrementalWhiteBalance;INTEGER;True;False;False
7;Adobe_AdditionalMetadata;internalXmpDigest;NOT SPECIFIED;False;False;False
8;Adobe_AdditionalMetadata;isRawFile;INTEGER;True;False;False
9;Adobe_AdditionalMetadata;lastSynchronizedHash;NOT SPECIFIED;False;False;False
10;Adobe_AdditionalMetadata;lastSynchronizedTimestamp;NOT SPECIFIED;True;False;False
11;Adobe_AdditionalMetadata;metadataPresetID;NOT SPECIFIED;False;False;False
12;Adobe_AdditionalMetadata;metadataVersion;NOT SPECIFIED;False;False;False
13;Adobe_AdditionalMetadata;monochrome;INTEGER;True;False;False
14;Adobe_AdditionalMetadata;xmp;NOT SPECIFIED;True;False;False
15;Adobe_faceProperties;id_local;INTEGER;False;True;False
16;Adobe_faceProperties;face;INTEGER;False;False;False
17;Adobe_faceProperties;propertiesString;NOT SPECIFIED;False;False;False
18;Adobe_imageDevelopBeforeSettings;id_local;INTEGER;False;True;False
19;Adobe_imageDevelopBeforeSettings;beforeDigest;NOT SPECIFIED;False;False;False
20;Adobe_imageDevelopBeforeSettings;beforeHasDevelopAdjustments;NOT SPECIFIED;False;False;False
21;Adobe_imageDevelopBeforeSettings;beforePresetID;NOT SPECIFIED;False;False;False
22;Adobe_imageDevelopBeforeSettings;beforeText;NOT SPECIFIED;False;False;False
23;Adobe_imageDevelopBeforeSettings;developSettings;INTEGER;False;False;False
24;Adobe_imageDevelopBeforeSettings;hasBigData;INTEGER;True;False;False
25;Adobe_imageDevelopSettings;id_local;INTEGER;False;True;False
26;Adobe_imageDevelopSettings;allowFastRender;INTEGER;False;False;False
27;Adobe_imageDevelopSettings;beforeSettingsIDCache;NOT SPECIFIED;False;False;False
28;Adobe_imageDevelopSettings;croppedHeight;NOT SPECIFIED;False;False;False
29;Adobe_imageDevelopSettings;croppedWidth;NOT SPECIFIED;False;False;False
30;Adobe_imageDevelopSettings;digest;NOT SPECIFIED;False;False;False
31;Adobe_imageDevelopSettings;fileHeight;NOT SPECIFIED;False;False;False
32;Adobe_imageDevelopSettings;fileWidth;NOT SPECIFIED;False;False;False
33;Adobe_imageDevelopSettings;grayscale;INTEGER;False;False;False
34;Adobe_imageDevelopSettings;hasAIMasks;INTEGER;True;False;False
35;Adobe_imageDevelopSettings;hasBigData;INTEGER;True;False;False
36;Adobe_imageDevelopSettings;hasDevelopAdjustments;INTEGER;False;False;False
37;Adobe_imageDevelopSettings;hasDevelopAdjustmentsEx;NOT SPECIFIED;False;False;False
38;Adobe_imageDevelopSettings;hasLensBlur;INTEGER;True;False;False
39;Adobe_imageDevelopSettings;hasMasks;INTEGER;True;False;False
40;Adobe_imageDevelopSettings;hasRetouch;NOT SPECIFIED;False;False;False
41;Adobe_imageDevelopSettings;historySettingsID;NOT SPECIFIED;False;False;False
42;Adobe_imageDevelopSettings;image;INTEGER;False;False;False
43;Adobe_imageDevelopSettings;isHdrEditMode;INTEGER;True;False;False
44;Adobe_imageDevelopSettings;processVersion;NOT SPECIFIED;False;False;False
45;Adobe_imageDevelopSettings;profileCorrections;NOT SPECIFIED;False;False;False
46;Adobe_imageDevelopSettings;removeChromaticAberration;NOT SPECIFIED;False;False;False
47;Adobe_imageDevelopSettings;settingsID;NOT SPECIFIED;False;False;False
48;Adobe_imageDevelopSettings;snapshotID;NOT SPECIFIED;False;False;False
49;Adobe_imageDevelopSettings;text;NOT SPECIFIED;False;False;False
50;Adobe_imageDevelopSettings;validatedForVersion;NOT SPECIFIED;False;False;False
51;Adobe_imageDevelopSettings;whiteBalance;NOT SPECIFIED;False;False;False
52;Adobe_imageProofSettings;id_local;INTEGER;False;True;False
53;Adobe_imageProofSettings;colorProfile;NOT SPECIFIED;False;False;False
54;Adobe_imageProofSettings;image;INTEGER;False;False;False
55;Adobe_imageProofSettings;renderingIntent;NOT SPECIFIED;False;False;False
56;Adobe_imageProperties;id_local;INTEGER;False;True;False
57;Adobe_imageProperties;id_global;NOT SPECIFIED;True;False;True
58;Adobe_imageProperties;image;INTEGER;False;False;False
59;Adobe_imageProperties;propertiesString;NOT SPECIFIED;False;False;False
60;Adobe_images;id_local;INTEGER;False;True;False
61;Adobe_images;id_global;NOT SPECIFIED;True;False;True
62;Adobe_images;aspectRatioCache;NOT SPECIFIED;True;False;False
63;Adobe_images;bitDepth;NOT SPECIFIED;True;False;False
64;Adobe_images;captureTime;NOT SPECIFIED;False;False;False
65;Adobe_images;colorChannels;NOT SPECIFIED;True;False;False
66;Adobe_images;colorLabels;NOT SPECIFIED;True;False;False
67;Adobe_images;colorMode;NOT SPECIFIED;True;False;False
68;Adobe_images;copyCreationTime;NOT SPECIFIED;True;False;False
69;Adobe_images;copyName;NOT SPECIFIED;False;False;False
70;Adobe_images;copyReason;NOT SPECIFIED;False;False;False
71;Adobe_images;developSettingsIDCache;NOT SPECIFIED;False;False;False
72;Adobe_images;editLock;INTEGER;True;False;False
73;Adobe_images;fileFormat;NOT SPECIFIED;True;False;False
74;Adobe_images;fileHeight;NOT SPECIFIED;False;False;False
75;Adobe_images;fileWidth;NOT SPECIFIED;False;False;False
76;Adobe_images;hasMissingSidecars;INTEGER;False;False;False
77;Adobe_images;masterImage;INTEGER;False;False;False
78;Adobe_images;orientation;NOT SPECIFIED;False;False;False
79;Adobe_images;originalCaptureTime;NOT SPECIFIED;False;False;False
80;Adobe_images;originalRootEntity;INTEGER;False;False;False
81;Adobe_images;panningDistanceH;NOT SPECIFIED;False;False;False
82;Adobe_images;panningDistanceV;NOT SPECIFIED;False;False;False
83;Adobe_images;pick;NOT SPECIFIED;True;False;False
84;Adobe_images;positionInFolder;NOT SPECIFIED;True;False;False
85;Adobe_images;propertiesCache;NOT SPECIFIED;False;False;False
86;Adobe_images;pyramidIDCache;NOT SPECIFIED;False;False;False
87;Adobe_images;rating;NOT SPECIFIED;False;False;False
88;Adobe_images;rootFile;INTEGER;True;False;False
89;Adobe_images;sidecarStatus;NOT SPECIFIED;False;False;False
90;Adobe_images;touchCount;NOT SPECIFIED;True;False;False
91;Adobe_images;touchTime;NOT SPECIFIED;True;False;False
92;Adobe_libraryImageDevelop3DLUTColorTable;id_local;INTEGER;False;True;False
93;Adobe_libraryImageDevelop3DLUTColorTable;LUTFullString;NOT SPECIFIED;False;False;False
94;Adobe_libraryImageDevelop3DLUTColorTable;LUTHash;NOT SPECIFIED;False;False;True
95;Adobe_libraryImageDevelopHistoryStep;id_local;INTEGER;False;True;False
96;Adobe_libraryImageDevelopHistoryStep;id_global;NOT SPECIFIED;True;False;True
97;Adobe_libraryImageDevelopHistoryStep;dateCreated;NOT SPECIFIED;False;False;False
98;Adobe_libraryImageDevelopHistoryStep;digest;NOT SPECIFIED;False;False;False
99;Adobe_libraryImageDevelopHistoryStep;hasBigData;INTEGER;True;False;False
100;Adobe_libraryImageDevelopHistoryStep;hasDevelopAdjustments;NOT SPECIFIED;False;False;False
101;Adobe_libraryImageDevelopHistoryStep;image;INTEGER;False;False;False
102;Adobe_libraryImageDevelopHistoryStep;name;NOT SPECIFIED;False;False;False
103;Adobe_libraryImageDevelopHistoryStep;relValueString;NOT SPECIFIED;False;False;False
104;Adobe_libraryImageDevelopHistoryStep;text;NOT SPECIFIED;False;False;False
105;Adobe_libraryImageDevelopHistoryStep;valueString;NOT SPECIFIED;False;False;False
106;Adobe_libraryImageDevelopSnapshot;id_local;INTEGER;False;True;False
107;Adobe_libraryImageDevelopSnapshot;id_global;NOT SPECIFIED;True;False;True
108;Adobe_libraryImageDevelopSnapshot;digest;NOT SPECIFIED;False;False;False
109;Adobe_libraryImageDevelopSnapshot;hasBigData;INTEGER;True;False;False
110;Adobe_libraryImageDevelopSnapshot;hasDevelopAdjustments;NOT SPECIFIED;False;False;False
111;Adobe_libraryImageDevelopSnapshot;image;INTEGER;False;False;False
112;Adobe_libraryImageDevelopSnapshot;locked;NOT SPECIFIED;False;False;False
113;Adobe_libraryImageDevelopSnapshot;name;NOT SPECIFIED;False;False;False
114;Adobe_libraryImageDevelopSnapshot;snapshotID;NOT SPECIFIED;False;False;False
115;Adobe_libraryImageDevelopSnapshot;text;NOT SPECIFIED;False;False;False
116;Adobe_libraryImageFaceProcessHistory;id_local;INTEGER;False;True;False
